"public_essay_id","split","language","rater_score","rater_cefr_level","rater_pass_fail","automarker_score","automarker_confidence","automarker_cefr_level","automarker_pass_fail"
"essay_37e4c59869d04b5a","test","Arabic",4,"A2","fail",3.89699411392212,0.999111115932465,"A2","fail"
"essay_889c622c89ba781b","test","Portuguese",4,"A2","fail",4.4927453994751,0.708051800727844,"A2","fail"
"essay_9d65aef07ca76864","test","Portuguese",4,"A2","fail",3.88289546966553,0.970625460147858,"A2","fail"
"essay_f0940f7446558745","test","Spanish",6,"B1","pass",7.40956687927246,0.999766767024994,"B2","pass"
"essay_3519c779f94c5f24","test","Romanian",8,"B2","pass",8.69701099395752,3.60989638181763e-09,"C1","pass"
"essay_9d691da582f84b04","test","Spanish",7,"B2","pass",7.12424612045288,0.99854987859726,"B2","pass"
"essay_11b2552d0bf6313a","test","Vietnamese",4,"A2","fail",5.14483070373535,0.999385595321655,"B1","pass"
"essay_9031fdf87f97a7c9","test","Chinese",7,"B2","pass",5.55125617980957,0.999941468238831,"B1","pass"
"essay_b73d9da58ed00f8f","test","Portuguese",6,"B1","pass",5.8725790977478,0.999075770378113,"B1","pass"
"essay_a0124983373e7803","test","Vietnamese",5,"B1","pass",4.48041868209839,0.846306264400482,"A2","fail"
"essay_a3806580caad228e","test","French",6,"B1","pass",6.14693307876587,0.473508685827255,"B1","pass"
"essay_4bdacd463a40f06c","test","Arabic",7,"B2","pass",7.01657485961914,0.993187785148621,"B2","pass"
"essay_cb295a24095cc5ce","test","Spanish",7,"B2","pass",6.73942995071411,0.198264360427856,"B2","pass"
"essay_f6bc704855d4ea0b","test","Hindi",6,"B1","pass",6.19258642196655,0.998433649539948,"B1","pass"
"essay_5a16a03ebadc9330","test","Burmese",7,"B2","pass",6.98698377609253,0.950820803642273,"B2","pass"
"essay_743c1ade0b983d82","test","Portuguese",5,"B1","pass",5.04309797286987,0.997477829456329,"B1","pass"
"essay_ebe221be1be885ca","test","Vietnamese",4,"A2","fail",4.3946475982666,0.903472721576691,"A2","fail"
"essay_79db015f33b06c00","test","Chinese",6,"B1","pass",6.53985166549683,0.033422339707613,"B2","pass"
"essay_c68030487c52590a","test","French",5,"B1","pass",5.30150938034058,0.999369323253632,"B1","pass"
"essay_05e080f393e39358","test","Persian",6,"B1","pass",5.93661403656006,0.999922752380371,"B1","pass"
"essay_22b63b252efa91a3","test","Spanish",6,"B1","pass",5.52300548553467,0.999702274799347,"B1","pass"
"essay_a937a235d4db9e14","test","Japanese",5,"B1","pass",4.22657775878906,0.825408637523651,"A2","fail"
"essay_ae957fc9b8651763","test","Italian",11,"C2","pass",8.79426002502441,2.12023376633397e-08,"C1","pass"
"essay_4fd5099f9e24cbb9","test","Romanian",10,"C1","pass",9.8956413269043,8.49106757128126e-11,"C1","pass"
"essay_1fd0132ab1f9aac3","test","Spanish",9,"C1","pass",7.86883783340454,0.997177004814148,"B2","pass"
"essay_7d8d20f098734856","test","Indonesian",6,"B1","pass",6.12453174591064,0.990660607814789,"B1","pass"
"essay_cdebc36287790ebc","test","French",7,"B2","pass",6.51537179946899,0.770375311374664,"B2","pass"
"essay_7d295b63b5065635","test","Spanish",7,"B2","pass",8.17838096618652,0.999971985816956,"B2","pass"
"essay_4a6fca57ef58dea5","test","Arabic",11,"C2","pass",9.3589038848877,1.37184230641907e-09,"C1","pass"
"essay_8a30c81c8dc4ff80","test","Chinese",8,"B2","pass",7.98411655426025,0.999983191490173,"B2","pass"
"essay_918144ca85f97f38","test","Spanish",5,"B1","pass",4.5229549407959,0.997370362281799,"B1","pass"
"essay_9404fbbb62dbf0ed","test","Romanian",7,"B2","pass",6.653000831604,0.967491149902344,"B2","pass"
"essay_109c02765449e2ad","test","Chinese",6,"B1","pass",6.28240013122559,0.852553486824036,"B1","pass"
"essay_048c70438f38252d","test","Spanish",5,"B1","pass",7.46972608566284,0.999668955802917,"B2","pass"
"essay_7745b22f71c5306a","test","French",5,"B1","pass",5.9154486656189,0.999946594238281,"B1","pass"
"essay_6c75357f2425b930","test","Chinese",3,"A2","fail",3.81077265739441,0.993064224720001,"A2","fail"
"essay_de0abe976a0a40a5","test","Vietnamese",6,"B1","pass",5.80869388580322,0.999800145626068,"B1","pass"
"essay_4c9a6b902e150f72","test","Italian",7,"B2","pass",6.52961444854736,0.0108637316152453,"B2","pass"
"essay_dfd38d79133c5ab7","test","Spanish",7,"B2","pass",7.97862148284912,0.999924898147583,"B2","pass"
"essay_85c8dc43ea67d9e4","test","Portuguese",7,"B2","pass",7.05297756195068,0.971173226833344,"B2","pass"
"essay_511a9d57b06792d3","test","Portuguese",4,"A2","fail",3.59478569030762,0.999706566333771,"A2","fail"
"essay_ecd0283d4b0d0a2a","test","Japanese",4,"A2","fail",3.84136199951172,0.999456584453583,"A2","fail"
"essay_2c7faa79be075aee","test","Italian",7,"B2","pass",7.4045877456665,0.996766448020935,"B2","pass"
"essay_86b32510182cf525","test","Japanese",5,"B1","pass",4.09494018554688,0.411627233028412,"A2","fail"
"essay_acb16c9077878f0a","test","Spanish",8,"B2","pass",7.37383985519409,0.936973452568054,"B2","pass"
"essay_6fdbb7fd661af3c6","test","Japanese",6,"B1","pass",6.03657627105713,0.970533132553101,"B1","pass"
"essay_9bb652d00537b703","test","Italian",10,"C1","pass",10.2609815597534,1.21296125921155e-10,"C1","pass"
"essay_99084e7e527c4cbe","test","Portuguese",3,"A2","fail",4.73131418228149,0.964158415794373,"B1","pass"
"essay_6b767be0e4b0879f","test","Vietnamese",6,"B1","pass",5.58181762695312,0.999129116535187,"B1","pass"
"essay_819cc4f0c0fc200f","test","German",8,"B2","pass",8.15508937835693,0.997289299964905,"B2","pass"
"essay_02de4f7cb009d482","test","Spanish",6,"B1","pass",6.05197620391846,0.981764018535614,"B1","pass"
"essay_960c54cb69725585","test","Spanish",7,"B2","pass",7.98816967010498,0.999916791915894,"B2","pass"
"essay_3965c5080b9211f4","test","Hindi",4,"A2","fail",4.03777933120728,0.999914526939392,"A2","fail"
"essay_ad7ba850e90254d8","test","Portuguese",3,"A2","fail",3.76533055305481,0.997387945652008,"A2","fail"
"essay_7a318d47dcf9e4bb","test","Portuguese",5,"B1","pass",4.80550050735474,0.836895525455475,"B1","pass"
"essay_01d52c4299e8cfd5","test","Romanian",10,"C1","pass",8.62476444244385,1.14685034802164e-08,"C1","pass"
"essay_66c374b680ee419b","test","Spanish",6,"B1","pass",6.75192832946777,0.71760505437851,"B2","pass"
"essay_0cf9b60708652919","test","Spanish",5,"B1","pass",5.76111221313477,0.999995470046997,"B1","pass"
"essay_694365e44018a468","test","Spanish",6,"B1","pass",5.43245983123779,0.996672987937927,"B1","pass"
"essay_c5c1627211e0f448","test","Chinese",4,"A2","fail",4.00213146209717,0.992046356201172,"A2","fail"
"essay_a742a3a52ac850df","test","Chinese",3,"A2","fail",3.76817846298218,0.999607145786285,"A2","fail"
"essay_f8a20e63e5d2db96","test","Japanese",6,"B1","pass",4.95302867889404,0.95721846818924,"B1","pass"
"essay_2db9d1882fb1f9ae","test","Vietnamese",6,"B1","pass",6.8050365447998,0.378610104322433,"B2","pass"
"essay_25c942fbaedd9238","test","Spanish",6,"B1","pass",6.8841552734375,0.931847214698792,"B2","pass"
"essay_ff17a1255868de7e","test","Vietnamese",6,"B1","pass",6.12518978118896,0.77353423833847,"B1","pass"
"essay_d5dc17b29311aab7","test","Portuguese",7,"B2","pass",6.33497858047485,0.826065123081207,"B1","pass"
"essay_909d3681236b3163","test","Chinese",4,"A2","fail",3.69711637496948,0.999826610088348,"A2","fail"
"essay_26d0a658c54e3ddb","test","Spanish",5,"B1","pass",5.71101951599121,0.99956876039505,"B1","pass"
"essay_1099ac94ee254dff","test","Romanian",9,"C1","pass",8.07332897186279,0.997266530990601,"B2","pass"
"essay_6a59002ab693ade0","test","Japanese",9,"C1","pass",8.12906932830811,0.999718725681305,"B2","pass"
"essay_4f921bcee9d3c11d","test","Portuguese",4,"A2","fail",4.26309680938721,0.139180794358253,"A2","fail"
"essay_d741ea0bf365093e","test","Italian",10,"C1","pass",10.168493270874,1.33410768543563e-10,"C1","pass"
"essay_f12175eb64149f35","test","Japanese",6,"B1","pass",7.26178741455078,0.99448424577713,"B2","pass"
"essay_16eb7f991405c613","test","Turkish",7,"B2","pass",6.23837375640869,0.9663445353508,"B1","pass"
"essay_9d1d7162a3979b63","test","Vietnamese",7,"B2","pass",6.3390007019043,0.999189794063568,"B1","pass"
"essay_fc3a0b4e8710fd01","test","Romanian",7,"B2","pass",6.28690338134766,0.976357042789459,"B1","pass"
"essay_4aec5af1146ca469","test","French",7,"B2","pass",6.85536766052246,0.96576601266861,"B2","pass"
"essay_00d9f7d662f11f90","test","Persian",7,"B2","pass",6.74436950683594,0.970154762268066,"B2","pass"
"essay_39d8e3d2ac9d7d7a","test","Spanish",6,"B1","pass",5.56966114044189,0.998821437358856,"B1","pass"
"essay_14635ee6647982d5","test","Spanish",5,"B1","pass",4.35278844833374,0.996870458126068,"A2","fail"
"essay_7604cb26ef35f068","test","Romanian",9,"C1","pass",7.22769832611084,0.770565390586853,"B2","pass"
"essay_0d61e1b2c17c71d0","test","Spanish",7,"B2","pass",7.06700229644775,0.999457776546478,"B2","pass"
"essay_01dd4bd0ceae0bf2","test","French",6,"B1","pass",6.04177474975586,0.99788373708725,"B1","pass"
"essay_265a5f2d8ef8501d","test","Hindi",5,"B1","pass",5.10768270492554,0.992651879787445,"B1","pass"
"essay_6f180d9c98b5a007","test","Spanish",7,"B2","pass",7.5761399269104,0.997695624828339,"B2","pass"
"essay_89258fd7106074bd","test","Vietnamese",7,"B2","pass",6.72511768341064,0.955464243888855,"B2","pass"
"essay_306e8cd65c876682","test","Italian",6,"B1","pass",5.98375606536865,0.99990177154541,"B1","pass"
"essay_f886be4b09f32257","test","Arabic",6,"B1","pass",5.77365016937256,0.992469131946564,"B1","pass"
"essay_3a7c5ecd9d44889b","test","Hindi",4,"A2","fail",4.93750762939453,0.767709076404572,"B1","pass"
"essay_e44c57351ba613de","test","Polish",9,"C1","pass",9.78955268859863,1.28734300997024e-10,"C1","pass"
"essay_71d7d5ecb34e94c6","test","Vietnamese",5,"B1","pass",5.29262924194336,0.999935865402222,"B1","pass"
"essay_4e01fe91b726cb8c","test","Italian",7,"B2","pass",6.2024564743042,0.999333083629608,"B1","pass"
"essay_2b6d7b6fcf1f37e4","test","Turkish",7,"B2","pass",6.447340965271,0.996040225028992,"B1","pass"
"essay_1a5f9bddaadca934","test","Italian",6,"B1","pass",6.30839252471924,0.999448001384735,"B1","pass"
"essay_b8c8bf987abca314","test","Italian",6,"B1","pass",5.28353881835938,0.999652028083801,"B1","pass"
"essay_cda8b7391429f8b3","test","Portuguese",6,"B1","pass",5.58557415008545,0.999835968017578,"B1","pass"
"essay_db3a0662126dcc20","test","Spanish",6,"B1","pass",7.203369140625,0.999668598175049,"B2","pass"
"essay_682813fe93245663","test","Vietnamese",4,"A2","fail",4.0185375213623,0.999203622341156,"A2","fail"
"essay_f3d5f2e3bcdce99a","test","Italian",5,"B1","pass",6.24151802062988,0.998635351657867,"B1","pass"
"essay_1f353ea7bd3d93a7","test","Chinese",5,"B1","pass",4.83721256256104,0.569501638412476,"B1","pass"
"essay_65065dd03d6d11b7","test","Hindi",4,"A2","fail",4.15507316589355,0.999634623527527,"A2","fail"
"essay_c76c9d5d05b66124","test","Vietnamese",5,"B1","pass",5.09016799926758,0.999404549598694,"B1","pass"
"essay_a42f123dd4b05ab7","test","Hindi",6,"B1","pass",5.4621057510376,0.996926009654999,"B1","pass"
"essay_5d3d1d63bea5e749","test","Vietnamese",5,"B1","pass",4.99970865249634,0.998937904834747,"B1","pass"
"essay_de0a233a5595e567","test","Italian",6,"B1","pass",6.57621765136719,0.0410493612289429,"B2","pass"
"essay_aad07ad15fcd9d40","test","Dutch",7,"B2","pass",7.47462749481201,0.999274075031281,"B2","pass"
"essay_dd60e8365232faa4","test","French",7,"B2","pass",8.01021575927734,0.999933004379272,"B2","pass"
"essay_23f95751fe620b6b","test","Japanese",5,"B1","pass",4.76261806488037,0.691134214401245,"B1","pass"
"essay_87e5e97fbccc9365","test","Turkish",6,"B1","pass",5.5938777923584,0.999163746833801,"B1","pass"
"essay_c0e34afa3d9c463e","test","French",6,"B1","pass",6.28959131240845,0.926392912864685,"B1","pass"
"essay_06d504a10d55ae7d","test","Chinese",7,"B2","pass",6.8440113067627,0.998439610004425,"B2","pass"
"essay_064d0c1d08f9a546","test","Spanish",6,"B1","pass",5.82100963592529,0.999940037727356,"B1","pass"
"essay_173c4742c67ddb5d","test","Spanish",7,"B2","pass",6.65316820144653,0.122719772160053,"B2","pass"
"essay_abf5d2f273968198","test","Spanish",7,"B2","pass",8.02042293548584,0.999838471412659,"B2","pass"
"essay_2cc7870272c83e19","test","Persian",6,"B1","pass",6.25949430465698,0.996901512145996,"B1","pass"
"essay_47b3033d5857fd73","test","Czech",5,"B1","pass",5.2022705078125,0.999610364437103,"B1","pass"
"essay_c7c31b8e4a4079eb","test","Spanish",6,"B1","pass",5.68634033203125,0.999952554702759,"B1","pass"
"essay_79c9fdacac8d5e7b","test","Vietnamese",7,"B2","pass",6.33064413070679,0.96300482749939,"B1","pass"
"essay_f8d9dd63dabe7cca","test","Spanish",7,"B2","pass",6.69827747344971,0.060917504131794,"B2","pass"
"essay_bf736aa44dc9a8d3","test","French",6,"B1","pass",5.45362091064453,0.994951844215393,"B1","pass"
"essay_c275e0a137196d5d","test","Italian",8,"B2","pass",7.23702239990234,0.857620120048523,"B2","pass"
"essay_ea553c829b75dfdf","test","Italian",11,"C2","pass",10.4220104217529,2.59739285635163e-10,"C1","pass"
"essay_2ef130fb7efeb463","test","Portuguese",3,"A2","fail",3.60745429992676,0.99788635969162,"A2","fail"
"essay_271df80e28327a80","test","French",7,"B2","pass",8.56526851654053,1.36111766302349e-09,"C1","pass"
"essay_189b4c0792bb0971","test","Dutch",6,"B1","pass",5.85942554473877,0.992059350013733,"B1","pass"
"essay_17591b10a029395e","test","Chinese",5,"B1","pass",5.90279769897461,0.999948263168335,"B1","pass"
"essay_e295e6715b45b1c7","test","Vietnamese",6,"B1","pass",6.04964447021484,0.999906182289124,"B1","pass"
"essay_652ea9d791f98521","test","Italian",6,"B1","pass",5.72106456756592,0.999343574047089,"B1","pass"
"essay_35b8c0f301f6c390","test","Chinese",6,"B1","pass",6.16621208190918,0.999208629131317,"B1","pass"
"essay_66971ffeb40bc4e8","test","Spanish",6,"B1","pass",6.92897844314575,0.207352384924889,"B2","pass"
"essay_65ab3cd9540ae139","test","Vietnamese",6,"B1","pass",6.54774951934814,0.0585611052811146,"B2","pass"
"essay_9dd7d30d3cb8e8d1","test","Portuguese",5,"B1","pass",3.5075569152832,0.997484803199768,"A2","fail"
"essay_1c796f266debb4ac","test","Chinese",6,"B1","pass",5.96621799468994,0.98891943693161,"B1","pass"
"essay_3f61384b21b060dd","test","Japanese",6,"B1","pass",5.60994434356689,0.999945282936096,"B1","pass"
"essay_76ca0f0ce5195efd","test","Hindi",5,"B1","pass",5.04793453216553,0.999338805675507,"B1","pass"
"essay_165a49014ec65a01","test","Dutch",7,"B2","pass",7.40521240234375,0.891732394695282,"B2","pass"
"essay_52a9d2f91875c8f7","test","French",6,"B1","pass",7.72500848770142,0.999517440795898,"B2","pass"
"essay_d654953ea6f28ccd","test","Chinese",6,"B1","pass",5.53980445861816,0.9999680519104,"B1","pass"
"essay_60c8511c521a49da","test","Thai",6,"B1","pass",6.51644706726074,0.929602026939392,"B2","pass"
"essay_6afe09008734faa7","test","Vietnamese",5,"B1","pass",5.07154178619385,0.998095333576202,"B1","pass"
"essay_87305fbe1fca6bd7","test","Portuguese",3,"A2","fail",3.73561525344849,0.997355937957764,"A2","fail"
"essay_b7519721c7e3fc1f","test","Vietnamese",4,"A2","fail",3.50454711914062,0.996594250202179,"A2","fail"
"essay_a476ed989df1b258","test","Japanese",5,"B1","pass",4.77732372283936,0.9991255402565,"B1","pass"
"essay_439b5350ff5aa0a8","test","Romanian",7,"B2","pass",7.35675239562988,0.990279734134674,"B2","pass"
"essay_7c91508480e1553e","test","Chinese",5,"B1","pass",4.30513572692871,0.949837863445282,"A2","fail"
"essay_8daf1361267ad3b0","test","Persian",7,"B2","pass",7.06932258605957,0.320494323968887,"B2","pass"
"essay_9aa53e32d06dacba","test","Portuguese",4,"A2","fail",4.01340103149414,0.968674719333649,"A2","fail"
"essay_c2f71056e4cf375c","test","Chinese",4,"A2","fail",3.54661798477173,0.99966025352478,"A2","fail"
"essay_c677b04b30e4b392","test","Spanish",3,"A2","fail",3.68785619735718,0.999913573265076,"A2","fail"
"essay_5641ba17efcbcd20","test","French",5,"B1","pass",5.03962182998657,0.512285768985748,"B1","pass"
"essay_55bbb0e2c45a2aec","test","Spanish",4,"A2","fail",5.38761901855469,0.999869108200073,"B1","pass"
"essay_bf2359ed88859cbb","test","Vietnamese",5,"B1","pass",6.42359161376953,0.509886145591736,"B1","pass"
"essay_0fbd3e565fd23140","test","Spanish",6,"B1","pass",6.0036768913269,0.999854564666748,"B1","pass"
"essay_67e89cb22d9944b4","test","Portuguese",4,"A2","fail",4.49797534942627,0.130122452974319,"A2","fail"
"essay_562a3eba857e8ef8","test","Portuguese",7,"B2","pass",6.25089931488037,0.347022891044617,"B1","pass"
"essay_758cf21951967e79","test","Romanian",3,"A2","fail",4.32294273376465,0.98013973236084,"A2","fail"
"essay_b1608fa600f6b5f7","test","Spanish",9,"C1","pass",8.60603904724121,1.24030219428306e-09,"C1","pass"
"essay_c5c96fbbab444a92","test","Portuguese",9,"C1","pass",9.33501243591309,1.8898782538912e-10,"C1","pass"
"essay_9496b8f4f56900fd","test","Arabic",6,"B1","pass",6.11100244522095,0.999794542789459,"B1","pass"
"essay_254e63323678f4d1","test","Polish",9,"C1","pass",7.86552047729492,0.998374462127686,"B2","pass"
"essay_c2a051f4c16de260","test","Japanese",6,"B1","pass",7.15059232711792,0.997610092163086,"B2","pass"
"essay_c47def24f22a7e96","test","Spanish",6,"B1","pass",5.73843383789062,0.98189377784729,"B1","pass"
"essay_8750ffe381c6ec82","test","Vietnamese",5,"B1","pass",6.57538318634033,0.417746841907501,"B2","pass"
"essay_e28d3f197bb9b80f","test","French",4,"A2","fail",4.66826868057251,0.927626490592957,"B1","pass"
"essay_2ab3fa78da82b42f","test","Indonesian",6,"B1","pass",5.73509168624878,0.999538540840149,"B1","pass"
"essay_5c632cee8340e5d9","test","Spanish",7,"B2","pass",6.9910626411438,0.932820737361908,"B2","pass"
"essay_d5747c2525a97ecd","test","Spanish",4,"A2","fail",4.29297637939453,0.9414102435112,"A2","fail"
"essay_ff177166dfb6c060","test","Arabic",7,"B2","pass",6.09205150604248,0.999881386756897,"B1","pass"
"essay_1d6125a89e66e17a","test","Persian",5,"B1","pass",5.99728202819824,0.990967214107513,"B1","pass"
"essay_d8755f248bf08c2e","test","Arabic",9,"C1","pass",9.69941425323486,4.00494554186892e-10,"C1","pass"
"essay_81a69f46105c0667","test","Turkish",6,"B1","pass",5.99336814880371,0.527222871780396,"B1","pass"
"essay_87c6aeaffa11a60e","test","Italian",6,"B1","pass",5.58696937561035,0.999945402145386,"B1","pass"
"essay_94141cf0c60b2032","test","Turkish",5,"B1","pass",4.97710418701172,0.955304145812988,"B1","pass"
"essay_cfbbc4d07ff2a644","test","Japanese",6,"B1","pass",6.49938011169434,0.100434131920338,"B1","pass"
"essay_72df66d8cc25d3af","test","Spanish",6,"B1","pass",6.11742115020752,0.999935269355774,"B1","pass"
"essay_2fefd06129e28236","test","Spanish",8,"B2","pass",7.59951686859131,0.998865246772766,"B2","pass"
"essay_a74854c5d01a95b6","test","Vietnamese",6,"B1","pass",6.58729839324951,0.11308728158474,"B2","pass"
"essay_2ea92d5c30ad4152","test","Spanish",7,"B2","pass",6.39548873901367,0.830955982208252,"B1","pass"
"essay_edf1f7d6e485ff4b","test","French",6,"B1","pass",6.06833457946777,0.993080794811249,"B1","pass"
"essay_503901edfd2887c1","test","Portuguese",5,"B1","pass",4.72774028778076,0.910410106182098,"B1","pass"
"essay_dbbb9222d9bd075a","test","Vietnamese",6,"B1","pass",6.14016342163086,0.992968499660492,"B1","pass"
"essay_a7e526da345a24b6","test","Spanish",7,"B2","pass",7.70330810546875,0.997905850410461,"B2","pass"
"essay_3fd2f683eaaef3d2","test","Spanish",7,"B2","pass",7.59521245956421,0.999367296695709,"B2","pass"
"essay_5ef213d47bd6c051","test","Chinese",5,"B1","pass",4.44467782974243,0.966384947299957,"A2","fail"
"essay_8ef4a5ef7a012b51","test","Portuguese",7,"B2","pass",6.34130764007568,0.785623133182526,"B1","pass"
"essay_caabcf7123a62b74","test","Portuguese",5,"B1","pass",4.48488235473633,0.850940942764282,"A2","fail"
"essay_e520c2392cdb2beb","test","Portuguese",4,"A2","fail",4.38766193389893,0.997377991676331,"A2","fail"
"essay_7e34ec6a88fb709c","test","German",9,"C1","pass",9.74605369567871,1.35444822024766e-09,"C1","pass"
"essay_d4363c84fb3581f4","test","Spanish",7,"B2","pass",6.75438356399536,0.00732291722670197,"B2","pass"
"essay_c5a90aa2d7d1cbb4","test","Spanish",8,"B2","pass",6.24809837341309,0.99633777141571,"B1","pass"
"essay_df1060c4e206d8ea","test","Portuguese",2,"A1","fail",2.75656628608704,0.999999046325684,"A2","fail"
"essay_2e5c114764f86a9f","test","Japanese",4,"A2","fail",4.15375661849976,0.983425319194794,"A2","fail"
"essay_d2fb3f79cf134e44","test","Vietnamese",6,"B1","pass",5.74437570571899,0.998829543590546,"B1","pass"
"essay_2e7c586257b07c66","test","Vietnamese",7,"B2","pass",6.68234443664551,0.0188926719129086,"B2","pass"
"essay_7a63f3a18c46bb2c","test","Persian",6,"B1","pass",6.05230331420898,0.971610903739929,"B1","pass"
"essay_ffc6fdaa6888ab06","test","Portuguese",7,"B2","pass",6.65845537185669,0.0325048454105854,"B2","pass"
"essay_2418ff67bf9ba736","test","Japanese",6,"B1","pass",4.86810207366943,0.961140811443329,"B1","pass"
"essay_0dd26dd28ab79a3d","test","Portuguese",6,"B1","pass",5.48645401000977,0.998253047466278,"B1","pass"
"essay_ab2a96c84eba8db9","test","Spanish",5,"B1","pass",5.02597713470459,0.90718537569046,"B1","pass"
"essay_5b0816adf73396c0","test","Spanish",6,"B1","pass",5.66574382781982,0.999931812286377,"B1","pass"
"essay_bb829afc2dea63e9","test","Portuguese",6,"B1","pass",5.66956424713135,0.999947905540466,"B1","pass"
"essay_e3ffbcdfac6a843e","test","German",10,"C1","pass",8.94979858398438,2.54785609277164e-10,"C1","pass"
"essay_86cac4f961d0f5f1","test","Portuguese",2,"A1","fail",3.98506784439087,0.999777853488922,"A2","fail"
"essay_7229f1629922b37d","test","German",9,"C1","pass",9.00968742370605,3.62373397955196e-09,"C1","pass"
"essay_15a0ce819dd3fb8b","test","Turkish",6,"B1","pass",6.97477531433105,0.969735324382782,"B2","pass"
"essay_8ab56857bb73bf82","test","Japanese",7,"B2","pass",7.44125461578369,0.649592459201813,"B2","pass"
"essay_34f227bf8cae7861","test","Persian",6,"B1","pass",5.8433051109314,0.989827752113342,"B1","pass"
"essay_cb96f75915b695f6","test","Japanese",4,"A2","fail",4.00616407394409,0.93811559677124,"A2","fail"
"essay_09a7d9db22e99191","test","Japanese",4,"A2","fail",5.29975509643555,0.999975681304932,"B1","pass"
"essay_87ce660d0c2bf0ae","test","Vietnamese",7,"B2","pass",6.6854887008667,0.00527943857014179,"B2","pass"
"essay_23b0dd9bef4bb7dc","test","Chinese",6,"B1","pass",5.861741065979,0.999704658985138,"B1","pass"
"essay_df61b1f50cb6a9d1","test","Chinese",6,"B1","pass",6.66420936584473,0.966699361801147,"B2","pass"
"essay_d5bf69358e20b205","test","Japanese",5,"B1","pass",4.62117576599121,0.973629534244537,"B1","pass"
"essay_6e6251ed3f72b78c","test","Spanish",7,"B2","pass",7.21573925018311,0.950922012329102,"B2","pass"
"essay_442aa92dfc57f079","test","Hindi",7,"B2","pass",7.41722393035889,0.981887340545654,"B2","pass"
"essay_a48d0161eeb57e6e","test","Spanish",6,"B1","pass",6.62564468383789,0.211860448122025,"B2","pass"
"essay_897d4461c5abd4f4","test","Turkish",4,"A2","fail",3.85792851448059,0.999894380569458,"A2","fail"
"essay_4970337651d34853","test","Japanese",5,"B1","pass",5.53098440170288,0.999969720840454,"B1","pass"
"essay_3f736d1b8b4a2e5a","test","Chinese",4,"A2","fail",4.10807609558105,0.998554885387421,"A2","fail"
"essay_c4d3d68c7fb12bed","test","Portuguese",6,"B1","pass",4.76686954498291,0.999816000461578,"B1","pass"
"essay_cc263783b29f47a0","test","Spanish",7,"B2","pass",7.65238094329834,0.998481452465057,"B2","pass"
"essay_475e2711cbbb250d","test","Portuguese",4,"A2","fail",4.75732469558716,0.998062431812286,"B1","pass"
"essay_2cdcb922478e507d","test","Portuguese",5,"B1","pass",5.84441471099854,0.999927878379822,"B1","pass"
"essay_e0bed8d4f2f35ca6","test","Romanian",7,"B2","pass",6.9432430267334,0.778049409389496,"B2","pass"
"essay_5ca8df4b0e856617","test","Japanese",6,"B1","pass",6.23252391815186,0.659024298191071,"B1","pass"
"essay_a61d2d73ded56afa","test","Italian",7,"B2","pass",6.26879501342773,0.992557644844055,"B1","pass"
"essay_aebcefec42d271db","test","Japanese",3,"A2","fail",4.32119274139404,0.564139902591705,"A2","fail"
"essay_3bb15b12673b6d2d","test","Portuguese",3,"A2","fail",3.63529968261719,0.999982476234436,"A2","fail"
"essay_6beb7582d8d61863","test","Spanish",6,"B1","pass",5.33585405349731,0.999917268753052,"B1","pass"
"essay_297b9e9915b8b92b","test","Dutch",6,"B1","pass",6.24117088317871,0.995648920536041,"B1","pass"
"essay_b5c726a92c2c6bc9","test","Arabic",7,"B2","pass",6.90966033935547,0.942513406276703,"B2","pass"
"essay_3b12cda27ae6a049","test","Spanish",5,"B1","pass",5.93510913848877,0.997117400169373,"B1","pass"
"essay_f885bb9ff8ab8176","test","Polish",5,"B1","pass",5.00818204879761,0.925787746906281,"B1","pass"
"essay_9d1efeb182cb41e1","test","Chinese",5,"B1","pass",5.07795238494873,0.895733118057251,"B1","pass"
"essay_e356030a9a6700fb","test","Portuguese",5,"B1","pass",5.40119171142578,0.999441802501678,"B1","pass"
"essay_7be42222ebb7c52e","test","Portuguese",5,"B1","pass",4.7998251914978,0.703503847122192,"B1","pass"
"essay_cb9f3726621655e5","test","Japanese",4,"A2","fail",4.31163597106934,0.0491870008409023,"A2","fail"
"essay_57d200e55ffffd71","test","Spanish",6,"B1","pass",6.63163566589355,0.118127822875977,"B2","pass"
"essay_13936801ae6b2ec3","test","Arabic",7,"B2","pass",6.26461935043335,0.987338066101074,"B1","pass"
"essay_f786919d10560ad9","test","Portuguese",4,"A2","fail",4.73145389556885,0.959694147109985,"B1","pass"
"essay_4ae51756b2bc8176","test","Spanish",5,"B1","pass",5.57582092285156,0.999292969703674,"B1","pass"
"essay_06617074d563cbbc","test","Spanish",5,"B1","pass",7.61558103561401,0.999728143215179,"B2","pass"
"essay_a99a2f978a0cabcc","test","Polish",7,"B2","pass",6.50992584228516,0.287237942218781,"B2","pass"
"essay_032000cc2662d56a","test","German",7,"B2","pass",7.14572238922119,0.695901036262512,"B2","pass"
"essay_c7d0c25cedb933ab","test","Portuguese",4,"A2","fail",3.5593638420105,0.999919295310974,"A2","fail"
"essay_763428476ebd07e0","test","Turkish",7,"B2","pass",7.36096477508545,0.999540448188782,"B2","pass"
"essay_6026407acdafe3d2","test","Spanish",8,"B2","pass",7.87298202514648,0.999582350254059,"B2","pass"
"essay_013fa230b0ebbfeb","test","Polish",8,"B2","pass",7.96543884277344,0.998002946376801,"B2","pass"
